Name,Age,Height,Weight,Position,Apps,Total minutes,Scored goals,Assists,Total shots,Shots on goal,Duels total,Duels won,Dribble attempts,Dribbles succ.,Total duels,Total passes,Key passes,Tackles,Blocks,Interceptions,Total saves,Goals conceded,Fouls drawn,Fouls committed,Yellow cards,Red cards for 2nd yellow,Straight red cards,Penalties won,Penalties scored,Penalties missed,Penalties committed,Penalties saved
J. Rodwell,31,188 cm,70 kg,Attacker,25.0,1456.0,12.0,2.0,39.0,25.0,182.0,64.0,44.0,32.0,182.0,504.0,28.0,12.0,,2.0,,0.0,13.0,26.0,1.0,0.0,0.0,,0.0,1.0,,
Peter Gwargis,22,180 cm,69 kg,Midfielder,1.0,11.0,0.0,,,,3.0,1.0,1.0,,3.0,9.0,,1.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Toby King,20,,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
O. Karnezis,37,189 cm,79 kg,Attacker,29.0,1612.0,10.0,1.0,39.0,21.0,227.0,109.0,66.0,27.0,227.0,629.0,11.0,20.0,1.0,12.0,,0.0,26.0,11.0,1.0,0.0,1.0,,1.0,0.0,,
Laurent Koscielny,37,186 cm,75 kg,Attacker,30.0,2613.0,11.0,2.0,37.0,20.0,393.0,178.0,117.0,55.0,393.0,734.0,30.0,26.0,,9.0,,0.0,88.0,32.0,6.0,0.0,0.0,,2.0,0.0,,
Y. Pelé,39,196 cm,89 kg,Attacker,1.0,9.0,0.0,,,,5.0,,,,5.0,2.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Ludovic Baal,36,176 cm,75 kg,Defender,3.0,101.0,0.0,,2.0,1.0,25.0,8.0,4.0,,25.0,45.0,1.0,5.0,,2.0,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,
Dialy Kobaly Ndiaye,23,193 cm,79 kg,Midfielder,36.0,3114.0,1.0,,30.0,3.0,384.0,227.0,73.0,53.0,384.0,1684.0,16.0,104.0,6.0,64.0,,0.0,32.0,55.0,8.0,0.0,1.0,,0.0,0.0,,
Yoann Etienne,25,174 cm,69 kg,Defender,1.0,90.0,0.0,,,,7.0,5.0,,,7.0,56.0,,,,1.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
M. Wagué,31,191 cm,87 kg,Midfielder,33.0,2582.0,11.0,6.0,51.0,28.0,318.0,131.0,74.0,40.0,318.0,939.0,60.0,26.0,,29.0,,0.0,52.0,34.0,2.0,0.0,1.0,,4.0,0.0,,
M. Saunier,31,182 cm,76 kg,Attacker,11.0,310.0,0.0,,3.0,2.0,54.0,20.0,9.0,4.0,54.0,112.0,6.0,2.0,,1.0,,0.0,3.0,9.0,1.0,0.0,1.0,,0.0,0.0,,
J. Delaplace,35,168 cm,67 kg,Midfielder,1.0,8.0,0.0,,,,4.0,2.0,3.0,1.0,4.0,3.0,,,,,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,
Sylvain Marveaux,36,172 cm,69 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Hilton,44,180 cm,78 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
W. Lautoa,34,184 cm,87 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Yannick Cahuzac,37,178 cm,72 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Jérémy Pied,33,173 cm,69 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Y. Cabaye,35,174 cm,71 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Fadiga Ouattara,20,,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Y. Saidani,20,,,Defender,26.0,2218.0,0.0,2.0,5.0,1.0,161.0,108.0,3.0,2.0,161.0,1313.0,7.0,29.0,34.0,54.0,,0.0,24.0,12.0,3.0,0.0,0.0,,0.0,0.0,,
Richecard Richard,20,,,Goalkeeper,1.0,90.0,0.0,,,,,,,,,16.0,,,,,4.0,2.0,,,0.0,0.0,0.0,,0.0,0.0,,1.0
Noé Sommer,21,,,Defender,7.0,292.0,0.0,,0.0,0.0,45.0,28.0,8.0,7.0,45.0,220.0,2.0,6.0,1.0,5.0,,0.0,7.0,3.0,0.0,0.0,0.0,,0.0,0.0,,
Mamadou Simbakoli,20,,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Maxime Poundjé,30,180 cm,74 kg,Defender,1.0,90.0,0.0,,,,9.0,5.0,1.0,,9.0,22.0,1.0,2.0,,1.0,,0.0,1.0,2.0,1.0,0.0,0.0,,0.0,0.0,,
Jimmy Briand,37,181 cm,84 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
N. de Préville,31,177 cm,77 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
H. Ben Arfa,35,178 cm,65 kg,Midfielder,18.0,899.0,0.0,1.0,5.0,,56.0,23.0,7.0,4.0,56.0,364.0,12.0,8.0,5.0,17.0,,0.0,7.0,16.0,1.0,0.0,1.0,,0.0,0.0,,
M. Cabit,29,182 cm,75 kg,Midfielder,9.0,197.0,0.0,,4.0,1.0,30.0,18.0,7.0,4.0,30.0,86.0,2.0,6.0,0.0,1.0,,0.0,7.0,2.0,0.0,0.0,0.0,,0.0,0.0,,
J. Hergault,36,185 cm,80 kg,Defender,29.0,2114.0,0.0,1.0,11.0,3.0,134.0,76.0,1.0,1.0,134.0,1055.0,1.0,15.0,26.0,38.0,,0.0,16.0,18.0,4.0,0.0,2.0,,0.0,0.0,,
E. Kwateng,25,183 cm,75 kg,Defender,25.0,1610.0,0.0,,8.0,3.0,170.0,75.0,6.0,3.0,170.0,786.0,4.0,36.0,8.0,29.0,,0.0,14.0,42.0,4.0,0.0,0.0,,0.0,0.0,,
A. Gomez Mancini,21,180 cm,,Midfielder,30.0,2256.0,1.0,,6.0,2.0,162.0,80.0,7.0,4.0,162.0,859.0,12.0,26.0,5.0,33.0,,0.0,20.0,30.0,9.0,0.0,0.0,,0.0,0.0,,
Petar Škuletić,32,193 cm,89 kg,Defender,6.0,320.0,0.0,,1.0,1.0,40.0,18.0,4.0,4.0,40.0,227.0,6.0,7.0,1.0,6.0,,0.0,2.0,6.0,1.0,0.0,0.0,,0.0,0.0,,
Fouad Chafik,36,183 cm,72 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
B. Benkhedim,21,,,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
R. Coly,27,185 cm,70 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Lamine Koné,33,189 cm,90 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Kenny Lala,31,178 cm,78 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
R. Boudebouz,32,177 cm,70 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Yassin Enzo Fortune,23,186 cm,,Defender,14.0,484.0,0.0,,0.0,0.0,70.0,42.0,10.0,8.0,70.0,188.0,1.0,10.0,3.0,11.0,,0.0,9.0,3.0,1.0,0.0,0.0,,0.0,0.0,,
Amadou Traore,20,177 cm,78 kg,Attacker,24.0,551.0,1.0,2.0,7.0,4.0,106.0,51.0,5.0,2.0,106.0,161.0,2.0,7.0,0.0,1.0,,0.0,12.0,14.0,2.0,0.0,0.0,,1.0,0.0,,
Jules Rolland,21,180 cm,70 kg,Attacker,33.0,1608.0,1.0,2.0,29.0,11.0,282.0,123.0,61.0,34.0,282.0,566.0,33.0,19.0,0.0,13.0,,0.0,45.0,20.0,3.0,0.0,0.0,,0.0,0.0,,
C. Souaré,20,,,Midfielder,24.0,1708.0,2.0,4.0,27.0,11.0,262.0,126.0,120.0,76.0,262.0,794.0,32.0,11.0,,2.0,,0.0,35.0,20.0,2.0,0.0,0.0,,0.0,0.0,,
V. Decarpentrie,20,,,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Timothé Nkada,23,177 cm,68 kg,Defender,22.0,1627.0,2.0,,4.0,2.0,184.0,93.0,28.0,10.0,184.0,684.0,6.0,38.0,2.0,22.0,,0.0,26.0,19.0,0.0,0.0,0.0,,0.0,0.0,,
John Boye,35,184 cm,73 kg,Defender,18.0,1036.0,1.0,,4.0,2.0,120.0,70.0,12.0,8.0,120.0,557.0,7.0,21.0,3.0,26.0,,0.0,17.0,15.0,4.0,0.0,0.0,,0.0,0.0,,
Gerónimo Gastón Poblete,29,173 cm,63 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Danijel Petković,29,197 cm,86 kg,Attacker,19.0,218.0,2.0,,10.0,5.0,69.0,32.0,2.0,1.0,69.0,74.0,5.0,3.0,2.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,,
F. Wadja,27,185 cm,83 kg,Defender,23.0,1621.0,1.0,,5.0,1.0,174.0,96.0,26.0,16.0,174.0,791.0,8.0,38.0,10.0,20.0,,0.0,25.0,15.0,5.0,0.0,0.0,,0.0,0.0,,
Ambroise Oyongo Bitolo,31,170 cm,68 kg,Midfielder,3.0,72.0,0.0,,,,9.0,3.0,3.0,2.0,9.0,37.0,1.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,
Mehdi Abeid,30,178 cm,81 kg,Defender,1.0,16.0,0.0,,,,2.0,1.0,1.0,1.0,2.0,16.0,,,,,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,
Namakoro Diallo,26,177 cm,66 kg,Defender,15.0,1042.0,1.0,,7.0,1.0,72.0,38.0,3.0,0.0,72.0,466.0,1.0,9.0,3.0,15.0,,0.0,8.0,10.0,3.0,0.0,0.0,,0.0,0.0,1.0,
Enzo Valentim,22,,,Defender,21.0,1837.0,3.0,2.0,10.0,5.0,156.0,72.0,34.0,16.0,156.0,802.0,27.0,22.0,6.0,24.0,,0.0,15.0,18.0,1.0,0.0,0.0,,3.0,0.0,,
Moïse Sakava Sangola,22,169 cm,,Midfielder,14.0,649.0,0.0,1.0,9.0,4.0,79.0,36.0,24.0,14.0,79.0,409.0,22.0,9.0,,5.0,,0.0,9.0,7.0,2.0,0.0,0.0,,0.0,2.0,,
Rayan Philippe,22,177 cm,76 kg,Attacker,1.0,14.0,0.0,,,,,,,,,4.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Bastian Badu,22,187 cm,,Attacker,19.0,285.0,0.0,1.0,2.0,1.0,70.0,26.0,24.0,9.0,70.0,74.0,6.0,6.0,,1.0,,0.0,10.0,5.0,0.0,0.0,0.0,,0.0,0.0,,
F. Da Silva,19,,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Z. Ould Khaled,22,195 cm,,Midfielder,1.0,9.0,0.0,,,,2.0,,,,2.0,3.0,,,1.0,1.0,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,
Ismaël Dramé,21,,,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Killian Benvindo,21,,,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Fabio Vanni,20,,,Defender,35.0,3047.0,1.0,2.0,11.0,2.0,245.0,137.0,4.0,3.0,245.0,1220.0,7.0,58.0,20.0,79.0,,0.0,20.0,32.0,5.0,1.0,1.0,,0.0,0.0,,
Lorenzo Prso,21,175 cm,62 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Jacques Siwe,21,,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Mouhamad Lamine Doumbouya,22,,,Midfielder,4.0,29.0,0.0,,1.0,0.0,6.0,5.0,0.0,0.0,6.0,19.0,0.0,4.0,0.0,2.0,,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,
Marcelo,35,191 cm,85 kg,Defender,0.0,0.0,0.0,1.0,1.0,1.0,51.0,27.0,6.0,1.0,51.0,237.0,3.0,13.0,2.0,8.0,,0.0,7.0,7.0,0.0,0.0,0.0,,0.0,0.0,,
J. Morel,38,172 cm,71 kg,Defender,13.0,553.0,1.0,1.0,1.0,1.0,51.0,27.0,6.0,1.0,51.0,237.0,3.0,13.0,2.0,8.0,,0.0,7.0,7.0,1.0,0.0,0.0,,0.0,0.0,,
Amir Aduev,23,181 cm,66 kg,Midfielder,18.0,1322.0,0.0,,12.0,0.0,167.0,88.0,27.0,19.0,167.0,667.0,12.0,34.0,2.0,20.0,,0.0,22.0,31.0,5.0,0.0,0.0,,0.0,0.0,,
R. Amalfitano,33,175 cm,72 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Frédéric Sammaritano,36,162 cm,65 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Yann Kembo Diantela,20,195 cm,,Midfielder,1.0,7.0,0.0,,,,,,,,,8.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Adam Oudjani,21,180 cm,67 kg,Attacker,4.0,92.0,0.0,,3.0,2.0,13.0,7.0,1.0,1.0,13.0,8.0,0.0,3.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Baptiste Gabard,22,,,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Abdoulaye Sidibe,20,,,Midfielder,1.0,2.0,0.0,,,,,,,,,1.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Nassim Ahmed,22,,,Defender,3.0,35.0,0.0,,,,3.0,1.0,,,3.0,19.0,,,,1.0,,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,
Oucasse Mendy,21,,,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Jorès Rahou,19,176 cm,,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Paolo Sciortino,19,,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Noah Crétier,21,178 cm,72 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Erwan Belhadji,21,,69 kg,Attacker,5.0,167.0,0.0,,2.0,,26.0,13.0,1.0,1.0,26.0,38.0,2.0,4.0,,1.0,,0.0,5.0,4.0,0.0,0.0,0.0,,0.0,0.0,,
Charles Elyan Costes,20,,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Soudeysse Kari,20,170 cm,63 kg,Defender,34.0,2912.0,3.0,,19.0,8.0,265.0,169.0,5.0,3.0,265.0,2058.0,8.0,44.0,25.0,50.0,,0.0,9.0,38.0,6.0,1.0,1.0,,0.0,0.0,,
Nabil Ouennas,19,,,Defender,28.0,2494.0,0.0,,4.0,1.0,183.0,94.0,11.0,5.0,183.0,1200.0,7.0,31.0,11.0,44.0,,0.0,16.0,19.0,1.0,0.0,0.0,,0.0,0.0,,
Yanis Lhéry,19,,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
José Manuel Bica Reis,19,,,Midfielder,2.0,116.0,0.0,,2.0,0.0,14.0,6.0,1.0,0.0,14.0,42.0,1.0,4.0,1.0,1.0,,,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,,
D. Benedetto,32,177 cm,75 kg,Midfielder,30.0,1119.0,0.0,2.0,9.0,3.0,123.0,54.0,26.0,15.0,123.0,409.0,26.0,15.0,0.0,9.0,,0.0,22.0,13.0,4.0,0.0,1.0,,0.0,0.0,,
Mathías Sebastián Suárez Suárez,26,182 cm,80 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Rachid Alioui,30,186 cm,81 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Abdul Majeed Waris,31,172 cm,71 kg,Midfielder,2.0,135.0,0.0,,,,22.0,11.0,1.0,1.0,22.0,57.0,1.0,4.0,,1.0,,0.0,3.0,2.0,1.0,0.0,0.0,,0.0,0.0,,
Fabien Lemoine,35,175 cm,71 kg,Attacker,1.0,10.0,0.0,,,,6.0,2.0,,,6.0,1.0,,1.0,,,,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,,
Anthony Walongwa,29,179 cm,74 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Ludovic Butelle,39,188 cm,84 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Paul Baysse,34,187 cm,85 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Bridge Ndilu,22,186 cm,86 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Paul Wade,22,179 cm,67 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Pépé Bonet Kapambu,19,193 cm,94 kg,Attacker,1.0,29.0,0.0,,,,7.0,5.0,1.0,1.0,7.0,8.0,1.0,3.0,,,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,
Franco Daryl Tongya Heubang,20,181 cm,,Midfielder,1.0,1.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Noah Fatar,20,170 cm,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Fodé Doucouré,21,,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Lenny Stéphane Lacroix,19,,,Attacker,1.0,29.0,0.0,,1.0,,5.0,4.0,1.0,1.0,5.0,4.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Benjamin Besic,20,180 cm,77 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Darren Lima Semedo,20,,,Attacker,32.0,1583.0,5.0,3.0,35.0,15.0,176.0,61.0,17.0,11.0,176.0,337.0,13.0,6.0,2.0,3.0,,0.0,19.0,19.0,2.0,1.0,1.0,,1.0,0.0,,
Théo Pionnier Bertrand,20,183 cm,69 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Adil  Ben Achour,20,,,Attacker,1.0,14.0,0.0,,,,3.0,1.0,,,3.0,8.0,,,,,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,
Mathyas Todisoa François Randriamamy,19,186 cm,,Attacker,15.0,546.0,1.0,,8.0,3.0,66.0,29.0,13.0,6.0,66.0,124.0,1.0,1.0,0.0,2.0,,0.0,19.0,8.0,0.0,0.0,0.0,,1.0,0.0,,
R. Pierre-Gabriel,24,177 cm,76 kg,Midfielder,30.0,1948.0,1.0,,13.0,2.0,289.0,136.0,16.0,10.0,289.0,1416.0,16.0,74.0,1.0,27.0,,0.0,23.0,58.0,8.0,0.0,0.0,,0.0,0.0,,
J. Aholou,28,186 cm,71 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Cesc Fàbregas,35,180 cm,77 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1.0
C. Dagba,24,170 cm,62 kg,Defender,31.0,2614.0,2.0,2.0,9.0,2.0,200.0,119.0,2.0,2.0,200.0,1690.0,8.0,35.0,24.0,52.0,,0.0,15.0,22.0,4.0,1.0,0.0,,0.0,0.0,,
L. Kurzawa,30,182 cm,74 kg,Attacker,6.0,36.0,0.0,,2.0,0.0,12.0,3.0,4.0,0.0,12.0,16.0,2.0,,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,0.0,,0.0,0.0,,
K. Tete,27,180 cm,71 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Tiago Ilori,29,190 cm,80 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
G. Nyamsi,25,194 cm,91 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
T. Delaine,30,180 cm,72 kg,Midfielder,2.0,19.0,0.0,,,,8.0,1.0,2.0,,8.0,9.0,,1.0,,,,0.0,,3.0,0.0,0.0,0.0,,0.0,0.0,,
Mohamed Mara,26,176 cm,65 kg,Defender,7.0,330.0,0.0,,3.0,2.0,34.0,19.0,8.0,5.0,34.0,155.0,5.0,10.0,,4.0,,0.0,1.0,4.0,0.0,0.0,0.0,,0.0,0.0,,
S. Sarr,26,196 cm,86 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
J. Bellegarde,24,172 cm,70 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Ansou Sow,22,177 cm,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
A. Sissoko,25,178 cm,72 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
D. Liénard,34,181 cm,77 kg,Attacker,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
A. Thomasson,29,177 cm,72 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Anastasios Donis,26,178 cm,76 kg,Defender,29.0,2315.0,1.0,,5.0,2.0,247.0,144.0,57.0,35.0,247.0,1106.0,16.0,60.0,7.0,30.0,,0.0,28.0,27.0,4.0,0.0,0.0,,0.0,0.0,,
L. Perrin,24,187 cm,,Midfielder,27.0,2156.0,2.0,,2.0,1.0,5.0,3.0,0.0,0.0,5.0,7.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,9.0,0.0,0.0,,0.0,0.0,,
E. Boahene,22,172 cm,73 kg,Midfielder,2.0,34.0,0.0,,2.0,1.0,5.0,3.0,0.0,0.0,5.0,7.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
A. Pierre,21,,,Midfielder,21.0,871.0,2.0,3.0,7.0,4.0,92.0,45.0,11.0,6.0,92.0,732.0,25.0,20.0,1.0,13.0,,0.0,12.0,14.0,2.0,0.0,0.0,,2.0,0.0,,
Rafinha,30,174 cm,71 kg,Defender,25.0,1355.0,1.0,2.0,6.0,1.0,92.0,41.0,11.0,7.0,92.0,804.0,13.0,23.0,5.0,16.0,,0.0,9.0,20.0,3.0,0.0,0.0,,0.0,0.0,,
R. Salin,38,185 cm,71 kg,Defender,19.0,1282.0,1.0,1.0,8.0,2.0,164.0,77.0,22.0,14.0,164.0,825.0,10.0,26.0,5.0,28.0,,0.0,7.0,33.0,4.0,0.0,1.0,,0.0,0.0,,
K. Strootman,32,186 cm,78 kg,Defender,1.0,20.0,0.0,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,15.0,0.0,2.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
B. Yılmaz,37,188 cm,80 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
B. Bourigeaud,28,178 cm,71 kg,Defender,14.0,870.0,1.0,,5.0,1.0,71.0,38.0,6.0,5.0,71.0,656.0,1.0,12.0,5.0,10.0,,0.0,,10.0,2.0,0.0,0.0,,0.0,0.0,,
L. Mothiba,26,181 cm,78 kg,Defender,24.0,1779.0,3.0,2.0,14.0,10.0,172.0,85.0,51.0,29.0,172.0,606.0,12.0,31.0,5.0,24.0,,0.0,17.0,21.0,4.0,0.0,0.0,,0.0,0.0,,
H. Diallo,27,186 cm,79 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
A. Scheidler,24,192 cm,90 kg,Midfielder,9.0,464.0,0.0,,5.0,1.0,64.0,38.0,4.0,3.0,64.0,215.0,3.0,10.0,1.0,7.0,,0.0,5.0,9.0,1.0,0.0,0.0,,0.0,0.0,,
A. Touré,28,187 cm,77 kg,Midfielder,36.0,2097.0,1.0,1.0,17.0,5.0,327.0,171.0,78.0,45.0,327.0,722.0,19.0,56.0,2.0,20.0,,0.0,47.0,32.0,3.0,0.0,0.0,,0.0,0.0,,
B. Santamaría,27,183 cm,73 kg,Attacker,1.0,5.0,0.0,,,,1.0,1.0,,,1.0,2.0,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Loïck Landre,30,182 cm,75 kg,Defender,9.0,473.0,0.0,,1.0,,52.0,27.0,5.0,3.0,52.0,207.0,2.0,12.0,1.0,12.0,,0.0,4.0,2.0,0.0,0.0,0.0,,0.0,0.0,,
Sami Ben Amar,24,185 cm,78 kg,Midfielder,34.0,1824.0,2.0,4.0,25.0,10.0,176.0,81.0,22.0,13.0,176.0,964.0,40.0,39.0,1.0,18.0,,0.0,14.0,19.0,2.0,0.0,0.0,,1.0,1.0,,
Kévin Monnet-Paquet,34,184 cm,81 kg,Midfielder,37.0,2638.0,5.0,1.0,29.0,16.0,351.0,128.0,46.0,25.0,351.0,1065.0,36.0,36.0,5.0,22.0,,0.0,43.0,52.0,7.0,1.0,0.0,,0.0,0.0,,
I. Sissoko,25,193 cm,90 kg,Attacker,3.0,97.0,0.0,,1.0,0.0,11.0,6.0,2.0,0.0,11.0,18.0,0.0,4.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,1.0,,0.0,0.0,,
L. Ajorque,28,197 cm,82 kg,Defender,7.0,306.0,1.0,,2.0,1.0,36.0,21.0,2.0,2.0,36.0,160.0,1.0,7.0,4.0,8.0,,0.0,4.0,4.0,1.0,0.0,0.0,,0.0,0.0,,
M. Cuisance,23,181 cm,74 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
